Repository,Issue Title,Issue URL
ertis-research/kafka-ml,Bump tensorflow from 2.7.0 to 2.9.3 in /examples/SO2SAT_RAW_format,https://github.com/ertis-research/kafka-ml/pull/92
ertis-research/kafka-ml,Bump tensorflow from 2.7.0 to 2.9.3 in /examples/MLGPARK_STREAM_RAW_format,https://github.com/ertis-research/kafka-ml/pull/91
ertis-research/kafka-ml,Bump tensorflow from 2.7.0 to 2.9.3 in /examples/VGG16_CIFAR10_RAW_format,https://github.com/ertis-research/kafka-ml/pull/90
ertis-research/kafka-ml,Bump tensorflow from 2.7.0 to 2.9.3 in /examples/HCOPD_Avro_format,https://github.com/ertis-research/kafka-ml/pull/89
ertis-research/kafka-ml,Bump tensorflow from 2.7.0 to 2.9.3 in /examples/MINST_RAW_format,https://github.com/ertis-research/kafka-ml/pull/88
ertis-research/kafka-ml,Bump loader-utils from 1.4.0 to 1.4.2 in /frontend,https://github.com/ertis-research/kafka-ml/pull/87
ertis-research/kafka-ml,Bump socket.io-parser and karma in /frontend,https://github.com/ertis-research/kafka-ml/pull/85
ertis-research/kafka-ml,Bump @angular/core from 9.1.13 to 11.0.5 in /frontend,https://github.com/ertis-research/kafka-ml/pull/76
ertis-research/kafka-ml,Bump eventsource from 1.1.0 to 1.1.1 in /frontend,https://github.com/ertis-research/kafka-ml/pull/75
ertis-research/kafka-ml,Bump async from 2.6.3 to 2.6.4 in /frontend,https://github.com/ertis-research/kafka-ml/pull/68
ertis-research/kafka-ml,Bump url-parse from 1.5.4 to 1.5.10 in /frontend,https://github.com/ertis-research/kafka-ml/pull/62
ertis-research/kafka-ml,Bump follow-redirects from 1.14.6 to 1.14.8 in /frontend,https://github.com/ertis-research/kafka-ml/pull/60
ertis-research/kafka-ml,Bump tensorflow from 2.7.0 to 2.8.0 in /tfexecutor,https://github.com/ertis-research/kafka-ml/pull/57
ertis-research/kafka-ml,Short guides for working with Kafka-ML,https://github.com/ertis-research/kafka-ml/issues/27
ertis-research/kafka-ml,Bump djangorestframework from 3.11.0 to 3.11.2 in /backend,https://github.com/ertis-research/kafka-ml/pull/18
axondeepseg/axondeepseg,Sciatic nerve toluidine blue image analysis on AxonDeepSeg,https://github.com/axondeepseg/axondeepseg/issues/754
axondeepseg/axondeepseg,How to change pixel size in napari,https://github.com/axondeepseg/axondeepseg/issues/747
axondeepseg/axondeepseg,"Error trying to train models ""raise source.error(""bad escape %s"" % escape, len(escape)) re.error: bad escape \m at position 10""",https://github.com/axondeepseg/axondeepseg/issues/743
axondeepseg/axondeepseg,Save raw instance segmentation,https://github.com/axondeepseg/axondeepseg/pull/742
axondeepseg/axondeepseg,"Change imageio as_gray to mode=L, error persists due to IVADOMED",https://github.com/axondeepseg/axondeepseg/pull/741
axondeepseg/axondeepseg,Replace `as_gray` with `mode='L'`,https://github.com/axondeepseg/axondeepseg/pull/739
axondeepseg/axondeepseg,"Bug: Image loaded ""as gray"" deprecated",https://github.com/axondeepseg/axondeepseg/issues/738
axondeepseg/axondeepseg,16 bit tifs not converted properly to 8 bit when images are loaded,https://github.com/axondeepseg/axondeepseg/issues/737
axondeepseg/axondeepseg,Add tooltips to Napari buttons,https://github.com/axondeepseg/axondeepseg/issues/731
axondeepseg/axondeepseg,Consider moving the config.py file inside the AxonDeepSeg directory.,https://github.com/axondeepseg/axondeepseg/issues/724
axondeepseg/axondeepseg,Train dataset with MONAI & compare segmentations with IVADOMED,https://github.com/axondeepseg/axondeepseg/issues/722
axondeepseg/axondeepseg,download_models could use a little makeover,https://github.com/axondeepseg/axondeepseg/issues/717
axondeepseg/axondeepseg,Wiki cleanup,https://github.com/axondeepseg/axondeepseg/issues/715
axondeepseg/axondeepseg,RAM limitations with no-patch option,https://github.com/axondeepseg/axondeepseg/issues/703
axondeepseg/axondeepseg,Idea: stop supporting combined axon-myelin images and switch to only separate,https://github.com/axondeepseg/axondeepseg/issues/702
axondeepseg/axondeepseg,Prepare support for 3-class segmentation,https://github.com/axondeepseg/axondeepseg/issues/698
axondeepseg/axondeepseg,Add 16 bit image compatibility for colorization of more than 256 axons,https://github.com/axondeepseg/axondeepseg/issues/697
axondeepseg/axondeepseg,Colorization instance map question,https://github.com/axondeepseg/axondeepseg/issues/683
axondeepseg/axondeepseg,Mambaforge migration,https://github.com/axondeepseg/axondeepseg/pull/680
axondeepseg/axondeepseg,Switch to using mambaforge,https://github.com/axondeepseg/axondeepseg/issues/677
axondeepseg/axondeepseg,Print script arguments in the logfile,https://github.com/axondeepseg/axondeepseg/issues/671
axondeepseg/axondeepseg,Experiment with multi-resolution pipelines,https://github.com/axondeepseg/axondeepseg/issues/670
axondeepseg/axondeepseg,Save 16-bit instance segmentation image,https://github.com/axondeepseg/axondeepseg/issues/668
axondeepseg/axondeepseg,Suppress warnings,https://github.com/axondeepseg/axondeepseg/issues/666
axondeepseg/axondeepseg,Add additionnal logging sinks,https://github.com/axondeepseg/axondeepseg/issues/664
axondeepseg/axondeepseg,Handle invalid file extensions in FSLeyes plugin,https://github.com/axondeepseg/axondeepseg/issues/663
axondeepseg/axondeepseg,Detecting partial segmentations (myelin completeness),https://github.com/axondeepseg/axondeepseg/issues/659
axondeepseg/axondeepseg,Update documentation with a warning that ADS is not compatible with Miniforge,https://github.com/axondeepseg/axondeepseg/issues/653
axondeepseg/axondeepseg,Change demo image in documentation,https://github.com/axondeepseg/axondeepseg/issues/644
axondeepseg/axondeepseg,Add quality control,https://github.com/axondeepseg/axondeepseg/issues/640
lancopku/meProp,"Variable used in lines 13,105 and 147 in util.py is deprecated. Comme…",https://github.com/lancopku/meProp/pull/4
lancopku/meProp,"Error RuntimeError: 2D tensors expected, got 1D",https://github.com/lancopku/meProp/issues/3
Living-with-machines/DeezyMatch,Issues with dataset_path in dm_train functions,https://github.com/Living-with-machines/DeezyMatch/issues/140
Living-with-machines/DeezyMatch,Example datasets and input doesn't reflect expected..,https://github.com/Living-with-machines/DeezyMatch/issues/139
Living-with-machines/DeezyMatch,Scaling tests,https://github.com/Living-with-machines/DeezyMatch/issues/133
Living-with-machines/DeezyMatch,[Tutorials] Issue with pytorch GPU,https://github.com/Living-with-machines/DeezyMatch/issues/132
Living-with-machines/DeezyMatch,Query/Candidate matching on-the-fly,https://github.com/Living-with-machines/DeezyMatch/issues/127
Living-with-machines/DeezyMatch,Add Heritage Gazetteer of Libya tutorial for DH2022,https://github.com/Living-with-machines/DeezyMatch/issues/125
Living-with-machines/DeezyMatch,Add OCR tutorial for DH2022,https://github.com/Living-with-machines/DeezyMatch/issues/124
Living-with-machines/DeezyMatch,Add option to extend the vocabulary when fine-tuning a model,https://github.com/Living-with-machines/DeezyMatch/issues/115
Living-with-machines/DeezyMatch,Improve documentation on generating train/valid/test datasets,https://github.com/Living-with-machines/DeezyMatch/issues/108
Living-with-machines/DeezyMatch,Paper: Efficient Tokenization-Free Encoder,https://github.com/Living-with-machines/DeezyMatch/issues/94
Living-with-machines/DeezyMatch,Create documentation on adapting DeezyMatch to a project,https://github.com/Living-with-machines/DeezyMatch/issues/92
Living-with-machines/DeezyMatch,Add option to print candidate ranking less verbose progress,https://github.com/Living-with-machines/DeezyMatch/issues/91
Living-with-machines/DeezyMatch,Installation on Windows,https://github.com/Living-with-machines/DeezyMatch/issues/90
Living-with-machines/DeezyMatch,Suggestions/comments on DeezyMatch during LinkedPasts,https://github.com/Living-with-machines/DeezyMatch/issues/87
Living-with-machines/DeezyMatch,Active learning and fine-tuning,https://github.com/Living-with-machines/DeezyMatch/issues/86
Living-with-machines/DeezyMatch,Configure loss function in the input file,https://github.com/Living-with-machines/DeezyMatch/issues/76
Living-with-machines/DeezyMatch,Revisit self-attention,https://github.com/Living-with-machines/DeezyMatch/issues/69
Living-with-machines/DeezyMatch,"In addition to reading a tsv file, support list inputs for training and inference (create a pandas dataframe internally)",https://github.com/Living-with-machines/DeezyMatch/issues/67
Living-with-machines/DeezyMatch,"Add supervised ranking (using for instance RankLib), combining multiple ranking scores",https://github.com/Living-with-machines/DeezyMatch/issues/63
Living-with-machines/DeezyMatch,"Support `test` in log-plotter. Currently, we only support Train and Valid",https://github.com/Living-with-machines/DeezyMatch/issues/57
Living-with-machines/DeezyMatch,"Column 3 accepts (case-insensitive): [true, false, 0, 1], extend this to other cases: ""Correct"" ""Wrong""",https://github.com/Living-with-machines/DeezyMatch/issues/54
Living-with-machines/DeezyMatch,is there a way to estimate the decision boundaries of a model for a very quick search in non-linear spaces,https://github.com/Living-with-machines/DeezyMatch/issues/53
Living-with-machines/DeezyMatch,Add MAP to log_plotter,https://github.com/Living-with-machines/DeezyMatch/issues/45
Living-with-machines/DeezyMatch,Add an option to run Faiss on GPU,https://github.com/Living-with-machines/DeezyMatch/issues/43
Living-with-machines/DeezyMatch,"Train/Valid/Test splits, revisit",https://github.com/Living-with-machines/DeezyMatch/issues/40
Living-with-machines/DeezyMatch,csv_sep is currently fixed to \t. Make this more general.,https://github.com/Living-with-machines/DeezyMatch/issues/38
Living-with-machines/DeezyMatch,Visualization of candidate finder output,https://github.com/Living-with-machines/DeezyMatch/issues/13
IBM/MAX-Object-Detector-Web-App,Bump express from 4.17.1 to 4.17.3,https://github.com/IBM/MAX-Object-Detector-Web-App/pull/40
IBM/MAX-Object-Detector-Web-App,adding archive note,https://github.com/IBM/MAX-Object-Detector-Web-App/pull/39
IBM/MAX-Object-Detector-Web-App,Bump qs from 6.5.2 to 6.5.3,https://github.com/IBM/MAX-Object-Detector-Web-App/pull/38
IBM/MAX-Object-Detector-Web-App,Bump ajv from 6.11.0 to 6.12.6,https://github.com/IBM/MAX-Object-Detector-Web-App/pull/37
IBM/MAX-Object-Detector-Web-App,Bump glob-parent from 5.1.0 to 5.1.2,https://github.com/IBM/MAX-Object-Detector-Web-App/pull/36
IBM/MAX-Object-Detector-Web-App,Bump lodash from 4.17.15 to 4.17.21,https://github.com/IBM/MAX-Object-Detector-Web-App/pull/35
IBM/MAX-Object-Detector-Web-App,Bump y18n from 3.2.1 to 3.2.2,https://github.com/IBM/MAX-Object-Detector-Web-App/pull/34
IBM/MAX-Object-Detector-Web-App,Add support for deployment on Docker,https://github.com/IBM/MAX-Object-Detector-Web-App/issues/27
IBM/MAX-Object-Detector-Web-App,Bump acorn from 7.1.0 to 7.1.1,https://github.com/IBM/MAX-Object-Detector-Web-App/pull/26
TomGeorge1234/RatInABox,Minimum required python version currently 3.10,https://github.com/TomGeorge1234/RatInABox/issues/79
TomGeorge1234/RatInABox,How far can RiaB go as a platform for linking behavior to neural activity?,https://github.com/TomGeorge1234/RatInABox/issues/73
TomGeorge1234/RatInABox,RatInABox2.0 - Opening the discussion,https://github.com/TomGeorge1234/RatInABox/issues/60
rjbruin/flexconv,Error when run 'run_experiment.py',https://github.com/rjbruin/flexconv/issues/7
rjbruin/flexconv,Could you give the simple example in 1D case？,https://github.com/rjbruin/flexconv/issues/6
kedz/nnsum,ImportError: cannot import name '_to_hours_mins_secs',https://github.com/kedz/nnsum/issues/16
kedz/nnsum,ERROR:ignite.engine.engine.Engine:Engine run is terminating due to exception: 'rouge'.,https://github.com/kedz/nnsum/issues/15
kedz/nnsum,ERROR:ignite.engine.engine.Engine:Current run is terminating due to exception: 'NoneType' object has no attribute 'data'. ERROR:ignite.engine.engine.Engine:Engine run is terminating due to exception: 'NoneType' object has no attribute 'data'.,https://github.com/kedz/nnsum/issues/14
kedz/nnsum,how to use the rouge_papier to test lead algorithm,https://github.com/kedz/nnsum/issues/13
kedz/nnsum,What Format should be the training data? json or bin files?,https://github.com/kedz/nnsum/issues/12
kedz/nnsum,Problem downloading PubMed dataset,https://github.com/kedz/nnsum/issues/11
kedz/nnsum,fixing issues,https://github.com/kedz/nnsum/pull/10
kedz/nnsum,custom data,https://github.com/kedz/nnsum/issues/9
kedz/nnsum,Pytorch Lightning as a back-end,https://github.com/kedz/nnsum/issues/8
kedz/nnsum,Test problem,https://github.com/kedz/nnsum/issues/7
kedz/nnsum,ERROR:ignite.engine.engine.Engine:Engine run is terminating due to exception: Loss must have at least one example before it can be computed,https://github.com/kedz/nnsum/issues/5
kedz/nnsum,somethings goes wrong after loading data,https://github.com/kedz/nnsum/issues/4
CompCogNeuro/sims,ch10/stroop crashes on window resize (Windows),https://github.com/CompCogNeuro/sims/issues/31
CompCogNeuro/sims,"ch6/v1rf - ""Open Rec=.2 Wts"" button does not work on Windows",https://github.com/CompCogNeuro/sims/issues/30
CompCogNeuro/sims,ch3/inhib (pre-compiled for Windows) always crashes after launch,https://github.com/CompCogNeuro/sims/issues/28
CompCogNeuro/sims,reproducing offcial code,https://github.com/CompCogNeuro/sims/issues/27
CompCogNeuro/sims,Family Trees: Readme doesn't give clear Training instructions,https://github.com/CompCogNeuro/sims/issues/25
CompCogNeuro/sims,Button and Text Scaling Issue on Ubuntu 18.04,https://github.com/CompCogNeuro/sims/issues/24
CompCogNeuro/sims,Ch7/pvlv reliably freezes for many users,https://github.com/CompCogNeuro/sims/issues/23
CompCogNeuro/sims,face categorization under Windows; neurons disappear when partial pats set,https://github.com/CompCogNeuro/sims/issues/22
CompCogNeuro/sims,ch7/pvlv/pvlv.go crashes when multi-condition sequence PosExt transitions fm 0(PosAcq50) to 1(PosExtinct) WHILE TrialTypeData tab displayed ,https://github.com/CompCogNeuro/sims/issues/21
CompCogNeuro/sims,Modified a few questions that students stumbled on.,https://github.com/CompCogNeuro/sims/pull/20
CompCogNeuro/sims,About sim/ch8/hip,https://github.com/CompCogNeuro/sims/issues/13
CompCogNeuro/sims,"Crashing/Hanging when pressing ""Edit"" on toolbar",https://github.com/CompCogNeuro/sims/issues/12
CompCogNeuro/sims,Viewing words does not work on Ubuntu 18.04,https://github.com/CompCogNeuro/sims/issues/8
CompCogNeuro/sims,Starting projects when connected to projector in classroom results in highly distorted display.,https://github.com/CompCogNeuro/sims/issues/6
CompCogNeuro/sims,Number of Runs cannot be modified from the interface,https://github.com/CompCogNeuro/sims/issues/5
juexinwang/scGNN,Questions about using gene expression matrix,https://github.com/juexinwang/scGNN/issues/28
juexinwang/scGNN,How to Enable LTMG?,https://github.com/juexinwang/scGNN/issues/27
juexinwang/scGNN,not use_expression_sparse.npy,https://github.com/juexinwang/scGNN/issues/26
juexinwang/scGNN,setup.py file not found,https://github.com/juexinwang/scGNN/issues/25
juexinwang/scGNN,Bump numpy from 1.18.1 to 1.22.0,https://github.com/juexinwang/scGNN/pull/24
juexinwang/scGNN,memory issue on HMLE_TGFb_day_8_10 example from MAGIC,https://github.com/juexinwang/scGNN/issues/23
juexinwang/scGNN,Draw graph of the results,https://github.com/juexinwang/scGNN/issues/22
juexinwang/scGNN,cannot install r-scgnnltmg,https://github.com/juexinwang/scGNN/issues/21
juexinwang/scGNN,don't run the codes,https://github.com/juexinwang/scGNN/issues/20
juexinwang/scGNN,Chung Dataset,https://github.com/juexinwang/scGNN/issues/18
juexinwang/scGNN,Develop,https://github.com/juexinwang/scGNN/pull/17
juexinwang/scGNN,temporary disable ismember function due to huge memory requirements,https://github.com/juexinwang/scGNN/issues/13
juexinwang/scGNN,New Clustering methods,https://github.com/juexinwang/scGNN/issues/12
juexinwang/scGNN,Flow model to update VAE,https://github.com/juexinwang/scGNN/issues/10
